Name,D (Mpc),D_err (Mpc),q (b/a),Incl (deg),Mbar,M_gas,M*(g-r),g-r,Rh,Mh,Mh_err,M_Re,Me_gmr,Me_gmrerr,M_R235,M235_gmr,M235_gmrerr,M1kpc_gmr,M1kpc_gmrerr,Rho_h,Rho_e
NGC3953,18.0,4.5,0.4977,62.28040689051127,96539648545.48503,3964799999.9999995,92574848545.48503,0.8119999999999994,3.122723688732006,46287424272.742516,40336548968.53837,5.577798455856853,63088798919.694725,54975434748.088745,14.231540712336338,90604757935.4157,79171822846.91216,26901433192.30038,23889860181.726223,1025.9099291157058,432.4631500099796
UGC6614,85.0,21.25,0.2121,85.86707338933547,70934065496.26012,28.14,70934065468.12012,0.7729999999999997,2.27945069929118,35467032734.06006,31585999340.243874,3.7209103061710573,46725162894.391335,40735685692.52999,12.561535205674899,65300676987.763405,57619488631.33139,15621756966.644417,15001238866.490978,641.793543384002,229.43199561341532
UGC04483,3.34,0.334,0.5893,55.545332868397445,876467.7357674491,0.0,876467.7357674491,0.16699999999999804,0.1436124532488937,438233.86788372457,267636.83823971945,0.11152690059679261,329675.202067471,187909.59936732842,0.17250716389866666,514659.98700002575,314966.13829712104,-,-,3.3084408263130642,4.763253321943808
NGC5005,16.9,1.69,0.5386,59.30937821258425,110972331656.85634,1792000000.0,109180331656.85634,0.7990000000000013,3.107928650920581,54590165828.42817,20203271949.373665,4.431556299988817,69781723833.74875,24840974734.84847,11.976008034746163,108282972890.84583,37842601330.56238,16823345476.38383,7727328057.417256,1665.7087953098462,1078.5659575456484
UGC5414,9.999711229461196,0.9999711229461197,0.4041,68.99943573816998,121651065.56371936,0.0,121651065.56371936,0.32899999999999885,1.3202992647386347,60825532.78185968,33012751.307293214,-,-,-,2.1184048941176474,106771150.05301897,60639937.381830186,39398798.490109876,22567985.73743502,11.544587862173902,-
AM0605-341,7.128507015061445,0.7128507015061446,0.4255,67.46107326725725,75617647.58886392,0.0,75617647.58886392,0.39400000000000013,0.5845916986518382,37808823.79443196,14755546.619428921,0.49056278887021554,28076201.943259668,12602396.41897935,0.8605578239999997,58400718.814732075,20882336.75454021,65006493.45959406,24692294.88781603,21.993947778656416,31.997604241438463
DDO126,4.9,0.3430000000000001,0.4274,67.32480286381661,24280977.138764292,0.0,24280977.138764292,0.30599999999999916,1.1214936688671011,12140488.569382146,3907511.742388913,1.223769205213839,13697054.206028916,9372551.205801379,0.8327589843533336,7725816.040073462,2293763.839467457,10343897.283090202,3226633.727276285,3.0602222141565067,2.6425203258910392
GASS3439,165.3,8.265,0.5211,60.586174379778846,30341315679.84772,4967387449.270064,25373928230.577656,0.6980000000000004,1.2233307263127289,12686964115.288828,2367190239.611631,3.1792276221358455,20749095183.62039,4019328193.696607,10.352938013511634,25267196830.500824,5484224127.842372,10622280698.336086,2030988233.8921227,1278.7253604048765,268.2329371941059
Haro36,9.3,1.8600000000000003,0.4657,64.58070853752146,154459241.2445557,0.0,154459241.2445557,0.3119999999999994,1.1950759994357674,77229620.62227786,56034036.20018805,1.0473196956820578,63099960.406857274,45591564.07795001,1.848205021916,122358389.44235197,88613191.1085321,58761966.86353244,42509207.89470545,14.058278099617892,16.5823165687758
UGC04305,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GASS18335,184.6,9.23,0.4976,62.287620730920636,141044696110.79123,5322651548.487858,135722044562.30336,0.9029999999999987,3.6498445401129116,67861022281.15168,12723396157.610464,3.50925181704319,65729729421.861115,12399928973.884443,14.130730300341265,128109972611.82593,27830291315.94639,12293673761.907688,2983425958.212676,668.5972838421569,707.9910448908943
UGC12506,49.99,12.4975,0.8514,32.36648928306469,65135997228.47126,49778400000.0,15357597228.471262,0.833000000000002,1.4302368265782806,7678798614.235632,8048846622.230344,5.436743668325757,13871902612.221634,12402859105.703316,11.162023539555168,14663462970.260006,12988192380.451378,5274090322.367918,5441655813.022835,1922.7893330486895,281.45714790212065
UGC11820,13.3,3.325,0.3281,74.60578689812328,2863411092.7745743,2767800000.0,95611092.77457424,0.34499999999999886,0.9221968438120481,47805546.38728712,42261896.77267937,1.6183780286053715,74784646.02724083,66201529.78246722,0.9560859696733327,50100741.18717587,44157483.73568075,52766060.29472593,46845075.74278373,9.720291370302844,4.203138371578171
GASS10841,115.6,5.78,0.4108,68.51694624879188,36406784619.188545,2793367240.9564357,33613417378.232113,0.7929999999999993,0.4483104815147453,16806708689.116055,3365245895.98386,2.1108564440369544,25465835664.442047,4516247803.5116,7.455558613982437,32809033130.72593,6653579108.537866,21347033370.1647,3839530447.5942297,16004.218975189873,844.836922312513
GASS29892,156.7,7.835,0.4164,68.11432907506519,173141104558.21194,11120595286.13995,162020509272.072,0.8079999999999998,3.8965828556635653,81010254636.036,17479812934.649277,5.501425992941922,96705588444.27866,18869968868.12399,16.501200823758232,143377146576.9038,30027107918.180172,19926693807.841373,4564447609.8359585,935.1110918886736,592.3303738733455
NGC5907,17.3,1.7300000000000002,0.8918,27.500688477399684,104966342901.34454,29435000000.0,75531342901.34454,0.8150000000000013,3.0619013331145606,37765671450.67227,15367573768.42333,10.87433159755479,70186497917.53824,24561482235.645493,19.29065957111286,75096069408.04865,26351187533.84951,13083129060.426672,6870676638.597097,4499.266839658696,670.3143156866925
LSBD500-2,17.722260495777764,1.7722260495777764,0.2543,80.77564434059576,88812732.40663108,0.0,88812732.40663108,0.35299999999999976,1.0604463479288473,44406366.20331553,18027429.643723253,1.503498000269746,65627032.10530361,32777803.06891041,1.2748073142857157,54714253.660309166,22442953.93430169,40468057.72184709,16770221.551013405,9.612314341174464,5.417298356181024
GASS11120,116.1,5.805,0.6147,53.61274909709195,51106170466.32441,1465979967.2712579,49640190499.053154,0.8610000000000024,2.0916638611055447,24820095249.526577,4878084061.682813,3.091511402718216,32468710233.49891,6217393185.518656,9.119109327066573,47436272481.45778,8794169519.216347,16439590511.075165,3212111245.7164893,2152.286612834689,1000.655061218599
DDO189,12.6,3.15,0.4051,68.92736133748822,1395304421.0107968,1289400000.0,105904421.01079676,0.33699999999999974,-,-,-,6.899473385106396,90038405.8972467,79324115.03392419,8.8527819580046,78587706.04252295,68720375.00873077,78043673.01721153,68231762.77687086,3.722886851010945,-
NGC2998,68.1,17.025,0.4494,65.74856698327743,85665124083.96535,32831399999.999996,52833724083.965355,0.5730000000000004,4.31535223120887,26416862041.982677,23216233715.45327,9.26280672770786,40739947151.17158,36205870227.91247,16.448288103919996,50524875877.71065,45488439779.760414,7068287750.259889,6352370784.177577,399.5478111972731,157.60190744964726
UGC08699,25.7,6.425,0.7124,45.745301626999506,17225686732.280483,5233200000.0,11992486732.280483,0.7670000000000012,0.5301733631020367,5996243366.140242,5580974252.152399,0.9286151440010527,8541588400.212757,7740774650.855224,4.306662541118505,11914683718.149944,15636143110.193419,8800969586.024088,7932308143.247203,3126.012753888048,1345.1304091447857
GASS4040,115.2,5.760000000000001,0.4246,67.52563546297178,38186096180.2606,701662127.0781801,37484434053.18242,0.8739999999999988,1.0853631674096527,18742217026.59121,3503486706.938235,1.6808705543098517,21675642180.80543,4034270719.446151,6.532386634926183,33231038999.179268,7389700731.432517,18249967767.28099,3329056652.5801244,2107.222156801365,1149.5134382883948
NGC5371,39.7,3.9700000000000006,0.4563,65.25433651746884,156009949040.3521,15651999999.999998,140357949040.3521,0.6640000000000015,5.965401610179562,70178974520.17606,25111673244.15552,10.858764674702485,105468023016.46327,37786069689.06671,-,-,-,34726697236.33767,12126088800.410538,388.59297288182046,210.40109539971064
GASS4130,191.9,9.595,0.3437,73.42437022767757,103878671176.2261,1500127027.3326466,102378544148.89346,0.8709999999999987,3.118436044890385,51189272074.44673,9178181906.116848,4.1672043210740775,59062293672.346306,11189495194.538527,12.751221836005708,90856926800.17995,19060113473.54899,27181591553.51829,5460521866.228673,826.0694285257647,471.91214629492123
UGC3809,32.870337902783334,3.2870337902783335,0.4981,62.25154954413268,109776994701.44633,0.0,109776994701.44633,0.7070000000000007,5.296854168735109,54888497350.723175,19709188125.97551,10.828930432285537,90744438498.16658,32095577914.322365,23.327672215737184,108900948032.17166,39827620053.28681,13375862449.69866,4697836085.366277,355.46643744826997,150.98315439895734
UGC6537,14.25701403012289,1.4257014030122892,0.401,69.22301582576742,16052961124.858395,0.0,16052961124.858395,0.5620000000000012,4.3312758383076675,8026480562.429197,2860143754.2602825,5.740192368923193,10491034682.261557,3839062780.429716,10.976526469565215,15084237050.819181,5605321385.749917,1306677071.1258986,478638481.2311406,147.256143693075,96.56192392544499
GASS42141,154.2,7.71,0.2992,76.87236133892354,98379885677.55414,7693572234.006747,90686313443.5474,0.7370000000000001,6.453750528600414,45343156721.7737,10850374579.619936,9.206048558082266,59164952145.46282,13624915353.455023,17.597158933535233,84654774623.64697,19380725382.263397,9760020625.109184,2055968830.121952,227.2628374803885,150.3793400456963
UGC3574,21.78154921268775,2.178154921268775,0.1905,0,4137152515.841339,0.0,4137152515.841339,0.5560000000000009,2.289318646233977,2068576257.9206693,747314876.5153285,4.9271288496040615,3439277277.1615252,1312920004.587611,6.197289922436235,3764040988.114097,1416999458.8514063,877333278.0713744,311906124.6854402,89.42890528874305,25.405024002022778
NGC3949,18.0,4.5,0.3476,73.13239519216289,13522669759.82402,4719400000.0,8803269759.82402,0.43099999999999916,2.1321436241874934,4401634879.91201,3865558986.888023,2.667798619360867,5144125264.569879,4493731331.243501,6.480983521365518,8209871622.275989,7165514980.856004,2638652010.575452,2297208821.5512457,302.82202332973264,234.2495047015096
UGC08490,4.65,0.4650000000000001,0.4884,62.95049429869547,256412920.81403515,0.0,256412920.81403515,0.3459999999999983,0.8411314012874356,128206460.40701759,46212739.0811186,1.1109252934388958,162613780.76793134,61776188.11403007,2.2718121452708617,241648196.63747925,92120806.28608647,144373250.5422625,52891545.87929831,43.69368951922759,29.03037634192205
UGC7971,8.41559855944754,0.841559855944754,0.1032,0,118224645.7084992,0.0,118224645.7084992,0.32200000000000095,1.3225213311834827,59112322.854249604,22975099.315949704,1.4505437095826013,64395898.53416803,28519569.421246737,1.390531999999998,61057464.45188268,24514711.596887037,40160427.07894426,18220305.15732165,6.95238851462819,5.527580802010673
UGC4543,30.296154814011146,3.0296154814011147,0.313,75.7748840868153,944073968.503241,0.0,944073968.503241,0.3390000000000022,2.668977459374537,472036984.2516205,182013934.7441239,4.189941373502544,720299691.5648711,277583620.36027884,4.5415296,740723328.6952853,283792249.67646194,166629238.09123117,80345927.28016476,15.897998043237598,7.293283179818253
UGC5316,17.623253453901906,1.7623253453901908,0.6578,50.23944518437446,2481419406.4825644,0.0,2481419406.4825644,0.4320000000000004,4.010224678626544,1240709703.2412822,442631162.76053435,5.775678053318426,1654237430.0938601,637915380.2001234,8.946034036363631,2195621302.579898,855011998.6052338,205913954.75400344,77115351.9616593,37.48460069616219,20.589248295796903
GASS12069,166.2,8.31,0.1588,0,152820958563.86328,14000000000.0,138820958563.86328,0.7170000000000005,3.757826773166572,69410479281.93164,12451276085.592714,7.074038694627598,97368202052.08394,18505088250.56818,17.094526432895986,131366144945.39479,39352138125.57022,19003673649.098415,3702937949.0294137,779.0600937524746,275.6806410358961
GASS9891,110.5,5.525,0.6623,49.87929651918603,138260001125.54886,12.627999999999998,138260001112.92087,0.8680000000000003,3.2974156980251323,69130000556.46043,13793179147.610613,3.983202431926667,76445546890.07779,15583325857.01752,14.937867771612506,134609508149.605,27250792938.43924,28231914464.240826,5470014914.409566,1425.383457053634,1210.5463214698434
GASS30811,209.4,10.47,0.5388,59.29472984414459,316812620861.5246,4743818185.948829,312068802675.57574,0.8930000000000007,4.960568480315807,156034401337.78787,38378917724.84426,6.700345599578756,184911636912.5846,49758291626.32212,21.008857997094147,279949247420.1188,54186795503.59775,47668699007.831024,9210361924.055239,1407.178600325126,858.4902358189032
UGC00634,18.01,4.5025,0.4974,62.3020478187974,5379429957.939744,5128200000.0,251229957.93974409,0.43599999999999994,1.5382189220032214,125614978.96987206,115353276.67291261,2.0783420140789093,180269266.43051833,161538075.5028163,2.3364477693116843,197653613.8154345,176515791.51349387,70244430.20522195,62362748.44752475,17.303874027034652,10.98453078900537
GASS10218,198.7,9.935,0.1781,0,87744385307.77866,24895911740.544918,62848473567.23374,0.6309999999999985,3.644173705080189,31424236783.61687,6100997506.528532,5.318440864608308,40107346641.0683,7916430361.537154,13.814086494120014,57754492963.50175,14868796179.997602,8236874199.862784,1527023024.9291036,346.8927526950422,185.70006270052264
UGC06973,7.85,1.9625,0.4441,66.12815456325984,10909135784.973251,2454200000.0,8454935784.973251,0.9990000000000023,0.7068432033011307,4227467892.4866257,3752738245.4763656,0.8869412498162317,5367321640.595265,4699020755.389912,2.4989147137037158,8541427683.571451,7425627877.498292,6118612031.650713,5371259080.886898,3828.2955718957082,2274.041174316309
UGC9649,7.722549266316566,0.7722549266316566,0.4412,66.33586589196706,787253092.226004,0.0,787253092.226004,0.5169999999999977,1.0506602603231106,393626546.113002,144451071.56321388,1.3051977225521334,532274191.63150656,191092321.26385668,2.691525942857143,730346427.2081232,262692469.42202246,372747195.3002462,136834375.24097973,88.50146273161822,55.2274203985032
ESO1200211,15.0,3.75,0.7346,43.827666168468006,118307293.20968534,0.0,118307293.20968534,0.4010000000000016,3.006148195241304,59153646.60484267,56141725.3413109,3.5259881865729787,70446546.32180808,66360626.67175727,0.0102602011422907,10699390.432260685,9352392.165198876,15079694.340316704,16868066.164515812,5.913706772562687,4.75357026929487
GASS11087,161.0,8.05,0.4981,62.25154954413268,83670176111.28404,1888548035.6283183,81781628075.65573,0.8759999999999994,1.6960478030909523,40890814037.827866,7746139520.680786,4.817228706868221,65320234018.56551,13372627706.860455,12.893579848600004,75594332023.81697,14545074416.632803,25933490171.31341,4836115974.519502,4800.3033907655245,833.6711630435371
GASS12002,157.2,7.859999999999999,0.5478,58.634109510729814,54889279394.62542,670082129.2516932,54219197265.373726,0.9120000000000026,1.3338630940067082,27109598632.686863,5067037029.9368515,1.7177322275136357,30725056734.61535,6148219375.040257,7.572837499813685,52252736700.68277,12727725868.517433,22718603838.974594,4554281326.972431,2325.9672031537943,1629.1972412405573
GASS4038,178.6,8.93,0.7983,37.9286025073353,89912795404.52773,12193490259.385115,77719305145.14261,0.854000000000001,3.972458434941506,38859652572.571304,8615035253.888556,8.607406018663246,63791453349.25743,12353353395.322906,17.546981593956794,77180986384.20755,19619505169.344135,14300965256.828535,3291543494.0553255,1382.1545121251822,564.4930466830745
UGC07524,10.69,0.5345,0.4855,63.15914126184404,4535040192.851124,2490600000.0,2044440192.8511243,0.7109999999999985,1.8832308952842132,1022220096.4255623,300540027.7398751,-,-,-,3.4265585521675486,1767444671.0499225,561693651.3775012,349218376.9052261,104407798.35174012,56.78982302616662,-
GASS20292,128.1,6.405,0.1653,0,71941078916.75903,2218850469.445555,69722228447.31348,0.8370000000000015,2.818742997467887,34861114223.65674,6812915500.56199,3.3647737220942333,41469295486.249794,8053889233.470498,8.300350486844703,66806919397.687355,14578100341.218132,16594110907.729836,3318791634.946371,1068.0435785932486,640.5243991063586
UGC08837,4.2,0.8400000000000001,0.695,47.20897104560509,504113528.78001916,448000000.0,56113528.780019164,0.4610000000000003,1.074307621770718,28056764.390009586,22097107.405359365,1.0717654717938403,27972358.838365957,22341025.42647856,0.9444445571399993,24647557.127700485,18142726.221931197,26109337.41572563,20104515.006975234,7.609983154622662,7.586426100781976
UGC10502,61.18635187927741,6.118635187927741,0.2498,81.21351893858126,54653014324.263855,0.0,54653014324.263855,0.6449999999999996,7.179100336946987,27326507162.131927,9819136376.19828,10.047213372894857,37411496289.99202,13221525663.336311,17.329236168543332,51499221304.626755,18861068163.0933,3588729534.004477,1266755620.2284412,101.38253190631794,75.38887833707298
NGC5055,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UGC1551,20.2,5.05,0.1608,0,6027224350.853392,3626000000.0,2401224350.8533916,0.5700000000000003,3.191219970059531,1200612175.4266958,1053436401.8592389,3.521206995306284,1339830620.6139414,1192671657.7729764,4.520157625305883,1697250312.1285691,1498843473.973654,370337841.5680615,325159836.42951095,31.84845901136484,24.96824194275625
GASS38758,124.6,6.23,0.579,56.31921879751832,98541347732.16895,2925014583.1956573,95616333148.97328,0.8239999999999981,1.2262309966800633,47808166574.48664,9540944914.239319,2.5515288341912776,69876575937.45518,13159507456.097595,11.782088514186663,92874131554.3035,20858206416.735123,40585287659.741165,8851302581.971336,5684.925872179521,1829.1298368114776
NGC7137,22.5,5.625,0.112,0,9015961244.797007,0.0,9015961244.797007,0.6429999999999989,2.2400228131103006,4507980622.398503,4022839080.7354503,2.1652573615631763,4329088309.185517,3805133694.0943303,4.571272931210529,7904073455.862509,6890863236.617369,1886749368.8157537,1644932824.290849,221.6758802920138,234.53067235193825
GASS11956,169.2,8.459999999999999,0.6833,48.17573931911349,15380945861.509905,2118985747.8106897,13261960113.699215,0.6829999999999963,3.0852043619677003,6630980056.849607,1482654324.2390559,3.9201058349345765,8435191767.382389,1817036905.130808,8.390455957990246,12826706407.616188,4331806148.905243,2177055027.080273,423407023.24095494,438.13822946396044,311.21038202626573
M81dwB,5.3,0.53,0.4263,67.40369182691398,78262806.9141506,27179883.999999996,51082922.914150596,0.5559999999999992,0.7130735891404779,25541461.457075298,9919241.550350722,0.5953915616620342,19949128.183971025,7336295.558418211,0.6706432062000007,23510418.76123793,8511653.453381967,36899956.748472385,13766157.383714573,9.35249777312844,11.97965795582802
UGC05253,22.9,2.29,0.2209,84.5069300864426,2065289631.2639601,0.0,2065289631.2639601,1.1900000000000013,-,-,-,-,-,-,-,-,-,-,-,-,-
UGC07399,6.13,1.5325,0.2674,79.5632403445361,1236946054.494472,1042999999.9999999,193946054.49447227,0.4400000000000013,0.7730091450395565,96973027.24723613,91679326.30402368,0.867339730768707,109752220.66545263,97592168.02874137,1.4708763780711585,155335524.8912604,136972858.07577604,122411847.49394394,107564278.45103467,43.21431108632002,36.0700708740449
UGC05986,9.41,2.3525,0.728,44.404080918056884,5074319842.563351,3733800000.0,1340519842.5633507,0.4859999999999989,2.088576654500376,670259921.2816752,657491651.3941479,2.4155719681519403,740806068.5434449,726642212.9901848,4.962743339166801,1163542567.5511806,1067333088.4968865,310512557.30389416,278590864.06029224,46.95306708649064,37.70270328447036
GASS11808,205.1,10.255,0.4331,66.91618425461756,128399407901.20096,2729782439.6612577,125669625461.5397,0.8310000000000013,4.685649997107631,62834812730.76985,12149145670.357754,5.185246866500316,67039449655.03214,12885272294.691614,15.7040631312462,111280154502.97948,23338354442.756115,21202163979.047867,4434186372.55083,500.35007816569924,397.5305799328652
CVnIdwA,3.6,0.7200000000000001,0.5682,57.12524290244882,266625.0816995958,0.0,266625.0816995958,0.6239999999999988,0.0001418343578203909,133312.54084979795,481618.83715796284,0.008398715511771794,805279.9351738351,940993.7982985968,-,-,-,-,-,4697.516843620358,1842.5132409869584
GASS39567,133.6,6.68,0.3864,70.27959746199785,48588850461.84702,1336989620.4300115,47251860841.417015,0.8140000000000001,2.311243891225778,23625930420.708508,6071137350.179344,2.8150499225270504,26608105185.84267,7256325913.677257,8.720152199323781,42308969419.84936,10751796882.051714,11512977005.425528,2309327295.0947924,862.4427922591514,569.2549767295163
UGC10310,15.6,3.9,0.3757,71.05866330394592,-,1674400000.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UGC07232,0.82,0.164,0.3775,70.9272751441466,67381849.39578708,64399999.99999999,2981849.395787086,0.40199999999999925,0.16180291875569383,1490924.6978935432,1165708.0709637715,0.13219801078732485,1103132.074197574,834320.681815713,0.2200493844468966,2229291.5197749026,1614975.3652679897,-,-,11.057370518221559,13.857313334088214
UGC05918,4.46,0.892,0.9491,18.75184242593477,417255082.8345614,415800000.0,1455082.8345614064,1.0420000000000016,0.0044812785700612,727541.4172807032,791877.7940610842,0.014029238993574696,1523520.5851600748,1116843.685940203,-,-,-,-,-,3705.6933327883944,1321.4966628078864
LSBD512-2,13.959992904495332,1.3959992904495333,0.4787,63.64789010091224,68674640.57144406,0.0,68674640.57144406,0.39400000000000013,1.4644172594713614,34337320.28572203,14982500.99826783,1.37358570488042,32113819.34297446,14633886.369479079,1.1329233882352934,25761958.00122267,12533287.308825543,21544205.151449405,11453666.718692927,4.8406647832293155,5.372513669527219
UGC5982,20.79147879392922,2.079147879392922,0.3546,72.6112157881275,2517745098999.0957,0.0,2517745098999.0957,2.0290000000000017,-,-,-,31.42742399999999,417756672484.88104,162487350668.67435,31.42742399999999,2222124981613.389,2058338438714.4905,10179066849.683493,3960495553.885893,3640.070298379954,-
UGC07690,4.13,0.20650000000000002,0.1904,0,634336075.9737698,546000000.0,88336075.97376978,0.4220000000000006,0.5540199938283051,44168037.98688489,22028734.633441776,0.572036069278972,46064932.17049234,19206712.074865256,1.032633942626,75082528.99203609,20892522.136546686,73654619.34442154,19790670.046164725,35.32758343990221,33.05562327358335
GASS51899,165.7,8.285,0.4585,65.09672295388332,24789182200.805477,10142103441.049847,14647078759.75563,0.7139999999999986,1.4717517559566553,7323539379.877815,1448271283.6276832,2.7379112378073707,11274298385.90716,2045224986.541257,6.93036787409489,14771811396.28008,5760888909.304221,5569136087.096949,1032542918.2540034,833.373630750185,379.0824000975179
NGC2366,3.4,0.17,0.6445,51.29455687818535,1518086640.204249,1515360000.0,2726640.2042489555,0.23000000000000043,0.5396566190081004,1363320.1021244777,291656.0815729792,-,-,-,-,-,-,1748797.8764524236,369871.8905995778,-,-
UGC7323,8.11857743381998,0.811857743381998,0.3386,73.80809234001552,1288056384.2791905,0.0,1288056384.2791905,0.47499999999999964,2.195578089756042,644028192.1395953,238760581.92033643,2.9562548381865357,868170194.8549355,309850825.6122399,4.596854399999999,1253575194.8117297,448413899.76372355,224777142.03619286,78619711.65766478,33.277647513283284,24.574347376997515
NGC4051,18.0,4.5,0.1124,0,3890231347.0125937,3775799999.9999995,114431347.01259422,0.0,0.1658417851954088,57215673.50629711,61970773.09412412,0.1665165942672581,57712509.85313944,61970773.09412412,-,-,-,-,-,618.8708114190321,618.8708114190321
NGC5949,14.3,3.575,0.5139,61.10890033286182,5798154483.471672,320721471.38748777,5477433012.084185,0.6450000000000014,1.9950112067249712,2738716506.0420923,2396178882.3015966,2.0181987969661033,2837936557.7895803,2512954726.9595456,4.433362498404944,5168275614.662548,4609774692.6633625,1388151446.4537435,1229219167.431273,276.8398280880399,269.7266993806228
IC4202,100.4,10.040000000000001,0.8571,31.72028463730254,96185238371.80571,0.0,96185238371.80571,0.8289999999999988,3.926858310547344,48092619185.902855,19209164968.491493,9.331627948748832,75591349667.51309,27979968094.496384,24.097029394303352,93260183658.25458,34654661640.831276,13005743942.624136,5337046865.735062,1557.4121168065055,731.9713190579579
NGC3893,18.0,1.8,0.4204,67.82705002688405,19895552783.475777,0.0,19895552783.475777,0.559000000000001,2.4758103343138247,9947776391.737888,3735877014.8843017,3.1760723086021727,11717328029.882887,4921344118.311366,8.609473106322408,18577298638.529133,8490939751.00307,4647493297.407526,1652798395.7611854,297.39438506552875,163.052071907783
NGC2683,9.81,1.9620000000000002,0.7685,40.7714980883691,41623131602.28864,1968399999.9999998,39654731602.28864,0.8330000000000002,1.6875782957605743,19827365801.14432,14297122973.300463,3.088004069218537,26768576433.497135,18792748029.67519,-,-,-,15296211925.959497,11017267081.77152,3134.895669527783,1172.0432648502879
UGC07125,18.68,3.736,0.7006,46.741410042890394,6996854373.428009,6480600000.0,516254373.42800933,0.39000000000000057,3.1119716087930143,258127186.71400467,247633224.9303229,3.005622420952032,250352966.1529673,239794943.14327574,2.820818991342,238355110.58847538,217933550.649308,60981650.61867535,49387281.897338405,4.7698837667996505,5.039459911762768
UGC08550,5.36,0.536,0.7815,39.55143212174761,504784998.7020565,403200000.0,101584998.70205656,0.5,0.936543565013429,50792499.351028286,19528456.84367953,0.9216970767269499,49897517.4186379,19271905.231361657,1.649427844144,82625852.65907861,30425694.17626646,54398332.72674415,22121302.631219547,36.52283938482643,37.376783298785575
UGC05716,12.37,3.0925,0.2284,83.53613096813834,1578152005.9032598,1531600000.0,46552005.903259754,0.3309999999999995,0.8107840119349993,23276002.951629877,20810954.22654022,0.977018071974632,30414496.45196211,28724366.839816194,0.8891373374268021,26177637.195005745,23534601.753779475,31058606.931494463,29333641.410330582,8.030667226313016,5.2668963385757674
UGC5005,52.0,13.0,0.1352,0,5042955115.713544,4059999999.9999995,982955115.7135445,0.36299999999999955,4.173545767027874,491477557.85677224,457459132.82025236,5.0936108081494265,608677331.4703237,550289969.257579,3.0344541695448273,324059335.0133228,299158001.08111656,29092259.513243623,32948883.847964585,6.685301426026312,4.533136416526464
UGC10359,16.039140783888254,1.6039140783888255,0.1814,0,3608927843.138829,0.0,3608927843.138829,0.5040000000000013,2.9341197313541887,1804463921.5694146,769292984.7755903,3.9215107175177932,2474014121.671011,912235010.108018,5.879621296551724,3287449190.1688433,1235720559.0122802,303890119.0150574,114128772.35737513,56.16429799995104,31.48255215280927
GASS51416,190.6,9.53,0.0421,0,381151065643.3848,4227932408.562826,376923133234.822,0.8830000000000027,5.085508395542741,188461566617.411,34124899938.457123,6.4721897346214385,209645125948.67776,37293849461.23739,18.6604754498407,318045262238.7745,66298645438.076866,90522430793.4835,17234568393.079784,615.9738906639961,400.7149251929883
LSBF568-1,85.0,21.25,0.0864,0,5007080535.558842,3134209593.9956727,1872870941.5631692,0.4299999999999997,4.384826448660101,936435470.7815846,847265432.5476602,5.893639860582375,1200611596.9018195,1085526581.662213,2.7203060453333356,625010471.1148262,578283247.2886046,246721245.56275845,234191248.1000888,9.166737783142047,6.256765868055622
GASS3971,182.4,9.120000000000001,0.7708,40.5577532410695,43731737120.01129,7693572234.006747,36038164886.00455,0.7970000000000006,3.3169352980895868,18019082443.002274,3685394625.749498,5.702994479217467,27463367792.910248,5683279006.1706705,14.90855243690057,34365064633.630264,8036066469.778523,4244882621.8468375,996052825.7623672,852.9047277449386,376.6465738165317
GASS11824,162.7,8.135,0.5714,56.88697466574465,32869956353.682014,4743818185.948829,28126138167.733185,0.7149999999999981,5.824408201102148,14063069083.866592,2690973355.2429495,6.470548443135031,15217161985.427702,2880753188.965866,13.31470424312197,24105422257.528713,5934689353.997929,3111386215.083998,586084766.0114013,138.36074259623288,115.85221119512155
UGC9969,36.03856324281064,3.603856324281064,0.4669,64.49467081005908,105000637797.50363,0.0,105000637797.50363,0.7330000000000023,7.338337919453262,52500318898.75181,18644735956.897717,10.047465890486585,70762295445.19153,25591569201.93812,20.080021187733195,99010371251.36111,35305495143.89853,7928132169.6970415,2760161696.864698,264.1424666168907,202.1663777045081
GASS21842,192.7,9.635,0.4601,64.98208034601876,201835674884.10733,7016621270.7818,194819053613.32553,0.8919999999999995,3.2125687571518737,97409526806.66277,18485557078.170746,6.435359058754051,124211920905.82597,22529262426.049644,19.30074380361875,179914556444.883,42412194716.99494,54245407079.50316,11177268979.098497,1268.7173246952377,293.5988787215317
GASS29842,146.0,7.300000000000001,0.6573,50.27936058910931,102804293782.09868,4967387449.270064,97836906332.82861,0.7929999999999993,5.842265396509779,48918453166.41431,9078069539.742271,6.500873426798944,54379249915.76813,10106077851.461369,16.728484255223524,92550558015.59883,21523299011.72661,5402649409.592325,1381045210.300742,591.2882435039709,516.2405882926129
GASS47221,136.2,6.81,0.1801,0,42123216650.50465,2606921991.3280115,39516294659.176636,0.718,3.664198191412376,19758147329.588318,4129796984.745165,4.297980595887888,22165063423.199104,4935731784.941621,9.245033639879999,36260002467.26505,8531486046.574782,9845081804.807907,1785284374.2072768,386.2952544911626,271.05328373395304
