Name,D (Mpc),D_err (Mpc),q (b/a),Incl (deg),Mbar,M_gas,M*(g-r),g-r,Rh,Mh,Mh_err,M_Re,Me_gmr,Me_gmrerr,M_R235,M235_gmr,M235_gmrerr,M1kpc_gmr,M1kpc_gmrerr,Rho_h,Rho_e
GASS30338,179.0,8.950000000000001,0.6047,54.37796026579855,124295324282.27728,6111221651.362331,118184102630.91495,0.8569999999999993,5.5335914659363326,59092051315.45747,15435026882.685665,7.368323484685788,67096958251.56753,16267155644.600397,16.8250744828526,99729121944.59334,28128459853.179592,20164633897.042057,4571400560.736944,580.3796422408393,351.5167676254723
UGC11218,22.771619631446285,2.2771619631446285,0.3994,69.33850514860065,40693293597.704506,0.0,40693293597.704506,0.7149999999999999,3.67970080283302,20346646798.852253,7423062055.251313,4.662515358736104,24428425828.163692,8976186009.895027,10.989844453374047,38671367464.680786,13624540831.780014,5792774331.295427,2112410307.9816136,438.9313034960565,286.58193088890977
NGC4010,18.0,4.5,0.7714,40.50184804462087,9158430041.079369,3964799999.9999995,5193630041.07937,0.6939999999999991,2.792008128641939,2596815020.539685,2355783624.2472057,3.4449604450516267,3290103692.0079064,2957845031.819017,7.050916649700001,4788573776.942399,4538920698.84742,328548392.44349706,351572565.38721323,162.82958325290986,118.87232054338598
DDO50,3.4,0.17,0.2915,77.50000172607614,49981793.29248352,0.0,49981793.29248352,0.3260000000000023,0.8183988696675425,24990896.64624176,6306176.481944139,1.2164639791071579,43284044.16825744,9401922.401718209,1.3372094649023256,47917894.11973007,11022921.184905516,34226551.396186605,9675462.013376389,10.84554850017371,6.52662991145408
NGC4088,18.0,4.5,0.6404,51.6171305719567,50133620346.265976,11516400000.0,38617220346.265976,0.684000000000001,4.372534342159693,19308610173.132984,16931743212.03748,5.803119981751627,26582074804.48272,23218772343.067425,12.658268921645373,37687645131.46435,33298089831.10853,5134141576.092084,4607042250.703994,566.091459681743,334.7684309249555
NGC5985,39.7,3.9700000000000006,0.5127,61.19588961910068,133917709775.64154,0.0,133917709775.64154,0.7330000000000005,10.236799111747212,66958854887.82077,23486259484.831337,13.042684367906011,89886738316.32085,31838056984.674416,22.809756934579976,126026358555.05005,44679662052.06851,8786421663.22775,3071076650.0361047,278.9155140872409,217.33084804575319
GASS24094,184.6,9.23,0.3188,75.32237743752225,210115577682.50195,2547581202.053975,207567996480.44797,0.8929999999999989,4.837666456119443,103783998240.22398,19036118846.03372,6.039640524297088,119108902817.73312,21700288763.715866,15.808408178570518,183873597157.26956,38057859623.02986,34687342307.087654,6816575194.340878,648.2413202528569,467.0107724436964
ESO245-G005,4.386011955100306,0.43860119551003063,0.5728,56.78258801964945,26527212.857229512,0.0,26527212.857229512,0.2879999999999985,1.3371768187401853,13263606.428614758,6462249.727214745,1.6178732219884524,17405047.950239807,9285031.34474955,1.0005987839999995,9045066.987211509,3725272.838326711,9038755.147376185,3725272.838326711,3.8517585457806947,2.9805449215658837
UGC6778,15.544105574508988,1.5544105574508988,0.4087,68.66807449065571,14777381131.785757,0.0,14777381131.785757,0.5540000000000003,2.154803950439884,7388690565.892879,2801618953.6254873,2.7374035846279345,8838632620.115988,3262069137.2628093,7.941154199999998,14037211332.037518,5380937314.03101,3844913937.530705,1384335441.9208636,314.59122149493663,226.24199605035525
GASS20133,209.4,10.47,0.0822,0,82259376453.38103,4854315906.335433,77405060547.0456,0.7040000000000006,4.312309855021783,38702530273.5228,8978634253.89796,5.180741752998883,44469817629.72461,9016552051.35058,13.292636133350163,68596852192.850006,15825899525.091578,12663860592.515617,2518831012.901137,460.44151807181754,266.9469825045715
GASS41783,158.9,7.945,0.3992,69.35294597090186,224395224778.26068,7016621270.7818,217378603507.47888,0.8609999999999989,2.8741337878903748,108689301753.73944,27997757912.414707,4.009784359251808,135293857295.9115,38696575593.54027,14.423128663110594,198205779900.3615,37981809035.09122,46186301283.768364,8384001210.585885,2800.222992955295,1495.2551181233316
GASS3509,207.3,10.365000000000002,0.3649,71.85024341843828,96550765093.63641,4131692917.332946,92419072176.30347,0.8470000000000013,3.317731242182964,46209536088.15173,9609948337.124083,3.818673904698573,50206570004.4609,10846283873.524815,11.156002732606286,79832904428.33095,17179252395.142435,14870643291.685843,2988101093.970337,700.1012464720557,536.7474664371439
NGC2552,11.4,2.85,0.4457,66.01356099979357,1631960047.3588223,903915920.6485188,728044126.7103035,0.4120000000000008,2.585972385841674,364022063.3551517,319426903.32147115,3.0506337549860314,453352128.5196135,397717959.0932658,4.1976206123445,613970338.2310688,543368654.4682051,101521112.89660273,92678199.73937038,21.370343376222404,17.210127256153527
GASS4048,177.3,8.865,0.5254,60.27330904122188,63843220885.08681,7518445149.183545,56324775735.90326,0.8580000000000041,3.0284577405182,28162387867.95163,5855405666.212897,4.159970859121653,37322312846.695724,7558291416.783313,10.352294186157001,54520349671.48075,13436827933.697676,13023192053.609346,2641773681.3572354,1160.5815026965931,640.2211704367904
GASS6583,206.9,10.345,0.1984,0,320774771602.89886,4227932408.562826,316546839194.33606,0.8729999999999993,5.112442526033309,158273419597.16803,28124495342.74081,5.996508453254351,172543621942.97165,30372103703.90153,18.25643053237259,264411933760.5724,50855238747.46159,53082372783.17398,9821344298.549809,609.083750970417,453.82577524922146
NGC2976,3.6,0.7200000000000001,0.4494,65.74856698327743,2064446728.8328633,153506947.46004558,1910939781.3728178,0.6980000000000004,1.3064234175331013,955469890.686409,683446458.897439,1.1859978340206507,859867792.2288699,619637850.7464054,2.6429664596355242,1776422500.1797323,1233134210.1954195,726055477.7332977,516418261.2995998,157.15102427174722,176.52287556011677
UGC508,63.859542009925455,6.385954200992546,0.6002,54.72041637109457,315742904030.2734,0.0,315742904030.2734,0.8580000000000005,7.242035959092215,157871452015.1367,55907348709.95883,11.84790194543007,198669512980.56406,71012678289.54572,30.005624347826082,286465833204.3702,112075041506.76411,54576370184.876335,19841113213.633694,666.3237606621427,295.8194406126293
NGC4455,6.8,1.7,0.6489,50.946997973732636,737237509.4526666,509599999.99999994,227637509.45266673,0.39400000000000013,1.3828613342282294,113818754.72633335,104064009.9047194,1.2257450487807884,103738862.17511366,95550479.2314151,2.257684185813334,185662482.3909793,168803191.70499563,89804434.2039905,81646213.15571663,24.56987926257899,29.8534613421514
UGC6702,99.89810525273612,9.989810525273612,0.3032,76.55091628545287,44065987026.62522,0.0,44065987026.62522,0.6410000000000018,1.8301708737614324,22032993513.31261,7964669504.459028,4.127458371094606,30155035863.7488,10602190762.00558,13.448512646218406,42293756389.53532,16640763278.583475,15723156205.411522,5575014083.897425,911.9176534039642,169.76901153976866
GASS10850,152.0,7.6000000000000005,0.5954,55.08446566905312,36498542489.71092,4227932408.562826,32270610081.148094,0.8800000000000008,2.7935041096172957,16135305040.574047,3055780095.0149527,3.6972077048877487,20222192200.67735,4118132327.892295,8.46613612450264,31381356748.741543,6973205737.412185,7225700868.25514,1554277639.204852,966.4429178379859,658.161400906282
UGC12212,15.544105574508988,1.5544105574508988,0.3342,74.14103256805615,149551397.1213329,0.0,149551397.1213329,0.4709999999999983,1.0866275087527668,74775698.56066646,31102233.01376029,1.944125821408502,138925983.11441314,53696603.71325212,1.8928547999999998,131740594.25460698,50945260.31447664,67157731.7314087,25312099.972677004,16.57649476865014,8.796175540947704
UGC477,35.5,8.875,0.8276,34.95221758037167,2476758750.8476644,0.0,2476758750.8476644,0.4629999999999992,4.507764807503662,1238379375.4238322,1084221894.2027967,6.398165383009841,1516560985.441064,1331181845.8986533,10.657479162314281,2051217241.2888415,1901465082.3397264,266263146.92755604,247997425.84319338,39.80183529472347,23.525097578801102
NGC4214,2.87,0.7175,0.144,0,1065683839.7617263,680400000.0,385283839.76172626,0.3730000000000011,0.9031453760901239,192641919.88086313,167427465.05952132,0.9164574330064575,197124404.93693426,171971654.85479546,1.71700756612,370664328.91087407,321816563.33191127,216373172.32928032,191361743.24268505,44.0457062833789,42.89071787971555
ESO121-G020,5.989926033489132,0.5989926033489132,0.3209,75.1596472700233,3709393.6065396904,0.0,3709393.6065396904,0.14000000000000057,-,-,-,0.5809894900923347,2021280.8172595077,939133.2576999497,0.43068432,1122777.2105537471,507142.3764903293,-,-,1.715696011684329,1.618600833741333
GASS10404,154.6,7.73,0.3778,70.90539089723455,203007198307.79715,2729782439.6612577,200277415868.1359,0.8970000000000002,3.7244513062931355,100138707934.06795,17677641051.082417,4.0536797804228435,105241667207.91516,18705810321.448853,14.015035878739301,168862682659.40002,32437454253.37225,34693224863.04363,7318386264.126903,832.5710201380896,710.1972492250999
LSBF563-1,23.6,5.9,0.1886,0,2246202299.5511146,2168343266.4774714,77859033.07364339,0.46499999999999986,0.8642121477606268,38929516.53682169,34587015.58202298,-,-,-,1.2477596214400013,58919641.78316294,52978139.93659177,46057556.90698719,41857796.064694636,18.155667167315837,-
UGC1736,17.623253453901906,1.7623253453901908,0.3707,71.42441109466849,9228246239.77434,0.0,9228246239.77434,0.5429999999999993,2.3234822087117126,4614123119.88717,1647336894.7476416,4.005539370100643,7023619299.51293,2591664823.7742176,8.637881471999997,9069184814.606348,3410608792.8909516,2271174440.987938,800111641.5179399,268.1461759798449,89.61701966092193
UGC6628,15.247084448881425,1.5247084448881427,0.0674,0,1061503942.3778601,0.0,1061503942.3778601,0.41199999999999726,3.145410862081104,530751971.1889301,203201312.9713982,3.6254037909071344,625512872.4818726,246999200.6774813,3.714332160000007,641654870.2250023,251797667.78594708,125771322.4115737,46452242.93036177,11.603362359037876,9.46793435222961
UGC07261,6.67,1.6675,0.5145,61.06539198457439,2121112174.5140846,1943199999.9999998,177912174.51408473,0.4259999999999984,1.3568163648487912,88956087.25704235,79124622.36241403,1.7731754533664306,105604302.19662833,92401385.86147445,2.054052198176001,132362361.467419,117272315.38939525,61287307.09327605,54420199.52935709,20.425772061339224,17.19154876404194
UGC3429,17.92027457952947,1.792027457952947,0.9288,22.223656913090547,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UGC4274,6.831485889433886,0.6831485889433887,0.064,0,546848910.5761803,0.0,546848910.5761803,0.5530000000000008,0.6467013490283364,273424455.2880902,109097920.9427613,0.6530915090480647,278864624.393637,111022392.97644143,-,-,-,533968877.6901392,537087010.3832616,232.1031870832393,234.64791110030396
LSBF564-V3,8.7,0.609,0.0954,0,13160473.203615699,0.0,13160473.203615699,0.4770000000000003,0.6952574106609595,6580236.6018078495,2880968.0637395945,0.714387039046094,6784858.939012605,2976033.8249245444,0.09511323459,809116.7032700123,317738.96004688746,10351565.033606743,5334258.929760072,2.8388394328367315,2.6257301179149954
GASS42025,157.2,7.859999999999999,0.6922,47.44155613066591,96164799817.49773,4131692917.332946,92033106900.16478,0.8910000000000018,2.685133713881772,46016553450.08239,11264992245.376137,5.397127971220078,62605551842.58674,13872872619.679302,16.73119523140801,85963582178.9236,18471588466.170643,16240820355.184395,4814332337.118411,1281.1841809013918,619.8122534763891
DDO53,3.6,0.7200000000000001,0.3783,70.86892574603657,98096563.05595556,98000000.0,96563.05595556123,0.21399999999999864,-,-,-,-,-,-,0.0024266359840767232,107883.21517566776,87346.91516780748,-,-,1230.6291426314815,-
GASS10943,117.8,5.890000000000001,0.4391,66.48629132878456,30979714195.86781,639923465.4608252,30339790730.406982,0.8179999999999996,1.8731186691649282,15169895365.203491,2869145549.835487,3.073073887057789,19741950764.357357,3941365468.627528,7.690277552710189,28474332927.058876,6306989584.504436,11443105221.991215,2087504367.3368673,1225.7325269755745,463.5710189917008
UGC5750,56.1,14.025,0.5893,55.545332868397445,1907225083.734982,1400000000.0,507225083.7349821,0.375,4.205607400563312,253612541.86749104,224934860.6981711,6.64864643601391,418245013.9656748,393391361.52744406,6.332486712702859,363303722.8900439,323017654.0333988,38115722.15902491,36355399.55454037,9.422853194091948,6.265352796196796
GASS27167,162.7,8.135,0.2898,77.64029623992167,52737551991.78077,5573500387.748957,47164051604.031815,0.8840000000000003,1.3166719373212112,23582025802.015907,4573956743.05157,1.989858602923438,29196149317.620255,5507989849.264796,5.990692824109798,40269006614.37541,9333457781.64953,20007139324.40402,3670826834.106775,2027.2343810274672,939.9890503267436
NGC5585,7.06,0.706,0.4217,67.73373187282208,3182702938.744176,2356200000.0,826502938.7441758,0.41499999999999915,1.4182943614267323,413251469.3720879,145652938.6351239,2.2936608170677784,582490979.2757852,205234470.1603585,3.7214199842087585,784930952.8543327,281761085.35531074,286684258.5107335,102786050.79537867,42.611292608586524,24.090150430297157
NGC5023,4.8,0.96,0.8411,33.50659569089167,759667682.23402,453600000.0,306067682.23401994,0.5150000000000006,1.5217856196946524,153033841.11700997,107166087.74629547,1.679554736854488,161243626.77970847,112381372.52481969,3.0545029057219004,273074566.36876273,190928794.5747726,96320568.65503797,66987717.22412948,70.50000201530513,73.88695358730976
GASS14247,141.3,7.065000000000001,0.4055,68.89853788834371,243656089781.14795,6253570290.113488,237402519491.03445,0.8690000000000015,4.152989103951646,118701259745.51723,21584475370.745197,7.445772499682022,162035002587.79584,28565522001.54893,20.276589535297965,218802599829.74948,58962736734.84549,71800105280.83716,12976910307.14052,1499.242723969006,448.5888187127044
ESO4880490,22.0,5.5,0.7058,46.30430913618037,354301802.3737226,0.0,354301802.3737226,0.4320000000000004,2.1695032111459804,177150901.1868613,158348764.0815961,2.9911839426001436,250684202.25993285,220260282.24011904,3.2027703849513514,255880591.0317778,224756531.05696848,68841925.9213749,60935161.93637901,20.204556974314706,9.560628572819212
NGC3972,18.0,4.5,0.7426,43.12133607417419,8183316397.09911,1699600000.0,6483716397.09911,0.6510000000000016,3.1876399947198415,3241858198.549555,2829644165.2576203,3.9532527642253346,3875468992.7424345,3381960199.441201,8.10249595263103,6043525600.268467,5263411003.839304,1160724665.670775,1014435811.1701946,176.29029454029964,127.43237554851243
UGC4115,3.2,0.6400000000000001,0.6048,54.370337107161454,53753931.34054019,50749440.00000001,3004491.3405401884,0.2989999999999995,0.24334344566361915,1502245.6702700942,1105184.612406954,0.23362649809902736,1404268.1353418652,1043333.7628167941,-,-,-,-,-,8.740471357572465,8.753553369729563
UGC07603,4.11,0.6165,0.6572,50.28734126876828,452101415.0236786,361200000.0,90901415.0236786,0.4029999999999987,0.7948411118782646,45450707.5118393,24147841.271321278,0.7032952494945526,40568289.06417232,21854700.656826887,1.41316581752,76351520.75636572,40512173.904049836,54566005.16788616,29338902.9323332,29.467259621777213,37.96800442729966
GASS30479,131.9,6.595000000000001,0.3007,76.75147362603532,28011715890.728317,485431590.6335433,27526284300.094772,0.8020000000000014,1.5938984992115965,13763142150.047386,2590113487.3352184,1.5999747323921867,13799269953.36488,2590113487.3352184,5.913950643617722,26191644508.50566,7318165426.121247,9522139069.82502,1719353301.6002133,715.5051623470376,711.6159006016547
LSBF583-4,49.0,12.25,0.3503,72.93094843229741,1116876162.9851015,432641360.5519029,684234802.4331986,0.4969999999999999,2.375980556755087,342117401.2165993,315403904.5618788,3.239706285321607,431397161.5372002,390925155.4759557,1.9078873517268284,276922306.4736934,252515793.25980753,121267310.9759628,116327504.24313655,11.261601285565916,8.119407332402291
GASS38472,113.1,5.655,0.51,61.391484598837216,24894469156.8917,463583570.0756271,24430885586.816074,0.7659999999999982,1.8810358280398625,12215442793.408037,2345554264.9929714,2.248137126238263,13402606611.875692,2529681627.136194,7.954268476705358,22777018477.873928,5163731699.636087,8216479781.461672,1476566556.2050045,635.5292100322592,454.0269340322542
UGC06786,34.05,8.5125,0.5097,61.41320640179436,61332798908.05778,7042000000.0,54290798908.05778,0.7479999999999993,2.3953593636741592,27145399454.02889,23816129990.85975,2.85573894019788,30953669851.790863,27300833924.65593,8.996814601499999,51735331056.20032,63273379206.94131,13904047096.728712,12423752158.56513,688.9729696056852,558.4620468864841
GASS10884,110.1,5.505,0.7347,43.81888952714721,50876675171.73413,597211326.3222307,50279463845.4119,0.9039999999999999,1.0661148369283333,25139731922.70595,4981072106.422251,3.3185413006133273,39186170519.64781,8441313105.374627,11.147741488641287,46716676737.54185,10218416835.412035,24421831856.51464,4981072106.422251,5653.941236247114,1133.7398101783845
LSBF579-V1,85.0,21.25,0.1438,0,6600786262.612375,1607415070.0956376,4993371192.516738,0.5640000000000001,4.97904244220086,2496685596.258369,2231860382.541453,6.194478949745635,3155372275.7223973,2789258239.7278233,6.615362782187497,3372952866.7386994,2984293047.8320074,348473688.99065244,345027041.28903013,24.39578646202771,18.64032402240291
UGC5829,9.009640810702662,0.9009640810702662,0.1553,0,126752039.02139145,0.0,126752039.02139145,0.2599999999999998,2.3402727891126367,63376019.51069572,26977985.22216525,2.655586458263311,77096289.09431341,34399466.8320592,1.799388864,39286179.98569427,14940104.863047175,10247265.160844991,4004300.8552014716,3.494130191770329,3.098546464329321
UGC8508,2.6,0.0041600000000000005,0.4376,66.59374790360913,13594796.02755079,0.0,13594796.02755079,0.39400000000000013,-,-,-,0.38021815939168646,5033736.369287147,973346.133312542,0.5112057431684209,7805766.1052784305,1785307.2580200324,-,-,7.265044387610867,9.3039269625586
GASS23315,140.9,7.045000000000001,0.2273,83.67124512882062,42900044769.84581,883340282.272272,42016704487.57354,0.8000000000000007,1.0996525804496953,21008352243.78677,3936766559.582849,2.2960604146387316,28477370599.317085,5133187462.204413,6.9643544743007,40128721046.75117,12440653040.159773,19897081305.335228,3627623221.648779,2505.75758150606,636.9793933688393
GASS9463,152.5,7.625,0.2392,82.30394889739729,94765311893.5975,1977552562.4718575,92787759331.12564,0.8190000000000008,1.6026437380982121,46393879665.56282,8775683527.931313,3.363019229789005,60212980373.83587,12381935566.362528,10.759239675965748,82716799495.00842,28945063385.953674,36471825289.50792,6961210666.53628,3158.0752510560837,698.0614335200081
GASS40257,168.3,8.415000000000001,0.177,0,248475180519.05078,2925014583.1956573,245550165935.85513,0.8679999999999986,4.4699771919787885,122775082967.92757,21620694863.149204,5.79299332532766,138897205040.30905,41032372767.52249,16.217582180125564,205763558014.07806,42317961048.20017,49512458024.20826,9115217177.21833,623.4974472359927,374.220528843465
UGC5721,6.7,1.005,0.497,62.33089963271182,1132422565.0201242,958999999.9999999,173422565.02012435,0.36400000000000077,0.6426252310661306,86711282.51006217,47446112.38464662,0.6259856886389609,83601403.58316243,45511196.90574043,1.5901331970033425,160292175.993991,86961113.18198802,129743758.03688025,72981630.50816585,44.765721301089705,46.80788924953725
NGC5033,15.7,1.57,0.4641,64.69540811312034,58543870247.45613,15839599999.999998,42704270247.45613,0.7680000000000007,2.035320339960653,21352135123.728065,8345978934.118764,4.024254997734889,34778397413.06899,12829717602.427874,-,-,-,10271578004.42207,4930276158.2413225,1489.5842590300438,434.82049323048955
GASS10358,158.5,7.925000000000001,0.1594,0,191544164755.7098,3207214713.8748775,188336950041.83493,0.913000000000002,3.8096086815217167,94168475020.91747,16586174237.036528,4.24150658876713,101032771812.50505,18164412857.37691,12.889696033946866,163158018466.94186,34212146646.176582,34907788575.17404,6508396710.036026,716.1787433729918,579.5707429381822
GASS11019,154.2,7.71,0.5028,61.912230517433706,20006246310.22279,946516165.5487745,19059730144.674015,0.8119999999999976,4.366091662709845,9529865072.337008,2897623282.407144,4.460787910256064,9699979272.563442,2897623282.407144,8.056323667734738,17854142174.274815,7423071194.95471,2086981211.5667098,481333520.3565207,256.85950906925547,252.89481368995752
UGC5931,21.18750696143263,2.118750696143263,0.2931,77.36855430795177,2852309947.0921025,0.0,2852309947.0921025,0.35299999999999976,2.0267789947967976,1426154973.5460513,735360135.7893165,2.4960061701070284,1567171275.139029,845212517.865534,5.2269805714285695,2711585289.3813457,1463879581.895801,562541763.5361192,387224191.5759345,83.01510973322505,77.30660571658423
NGC4068,4.37,0.8740000000000001,0.3278,74.62874539067188,236309941.5863342,215600000.0,20709941.586334195,0.30400000000000027,-,-,-,-,Me_gmrerr,-,-,-,-,-,-,-,-
GASS15257,123.3,6.165,0.038,0,18706655706.77597,0.0,18706655706.77597,0.8300000000000001,1.4854418075343168,9353327853.387985,1751105085.865406,1.6250770706371875,9856452877.34242,1845258191.2010689,4.363156990157467,17177661125.131382,3775623671.6918445,7456920108.542822,1404793984.3557317,616.5667759527299,529.2075315029584
UGC9366,37.72168295470016,3.7721682954700158,0.5378,59.3679581868135,123891674013.35614,0.0,123891674013.35614,0.7400000000000002,4.271237680508823,61945837006.67806,23309789554.743034,6.752169694428886,85696956227.74365,31993232774.34423,18.3981945067245,121215489922.33794,44879331813.12472,23537152368.673965,8725539715.558819,1078.843382870421,552.3165683195476
GASS52297,140.5,7.025,0.427,67.35348838713614,50027950386.93782,4227932408.562826,45800017978.37499,0.7970000000000006,1.7572517518881823,22900008989.187496,4202922382.476002,3.1676561669090537,30307856547.75115,5697413010.32141,9.401063641578688,41872279410.42365,8615168997.40255,16015366617.085684,2966282387.684699,1113.656237255813,470.51949365333184
NGC6195,127.8,31.95,0.3057,76.35146249204762,232350993768.1782,29269800000.0,203081193768.1782,0.7520000000000007,5.901417545682124,101540596884.0891,89200393939.18144,11.450716302693234,150540926240.71136,131532719913.57135,24.716601452131872,193819570382.50034,172297502897.38293,17956297640.651756,19116816692.75206,507.96884334333583,226.84868368467517
NGC2955,97.9,24.475,0.342,73.5520290170889,171921646873.11005,40528600000.0,131393046873.11003,0.6829999999999998,5.880820309650973,65696523436.555016,57631133449.36401,8.854588422881504,83701238647.84825,73247423313.28127,21.26111737772286,115948389256.2216,101153319968.24446,14688977209.64609,14324581512.737041,436.4304073601999,226.73161025669637
UGC11124,23.662683008328965,2.3662683008328966,0.586,55.793851726119875,2145546699.244549,0.0,2145546699.244549,0.4900000000000002,4.144316492701475,1072773349.6222745,778739802.5124972,5.244551056665645,1245098849.9146621,800384667.2725624,7.068733527272727,1567618751.6166787,1085851633.5136876,224891701.52636054,86576788.78761551,15.692440449606604,11.448117884126376
GASS11845,155.5,7.775,0.7508,42.388193527186736,75950742542.18614,9911240981.377922,66039501560.80822,0.8669999999999991,4.131753431514835,33019750780.404106,11460145668.817846,5.05194116747966,38851375363.317184,22588715948.58149,12.966507467578264,60310951293.29001,13577394909.311377,10319794345.32571,3149021226.7475133,708.6014624450796,494.23619655630455
GASS38964,137.9,6.8950000000000005,0.391,69.94599080227465,293685338595.66815,2547581202.053975,291137757393.6142,0.9299999999999997,2.8454716492539696,145568878696.8071,72937989756.03894,6.8711268535913215,218770271253.9064,50768032838.55957,18.17564984893429,267126048789.0874,55991958188.12588,80145073095.1258,19278337272.328697,5518.612188361536,859.6275383563835
UGC05764,3.62,0.905,0.6102,53.957826646111094,229960780.18030238,228200000.0,1760780.1803023946,0.272000000000002,0.19022554168251674,880390.0901511973,873537.7408244173,0.17077616319926775,725984.3526590418,717566.1175594679,0.2330772932522222,1183080.5189940305,1297395.350714911,-,-,5.0354588099960385,5.216365086763513
DDO101,6.4,1.6,0.3633,71.96803496314922,120099153.94535144,0.0,120099153.94535144,0.6199999999999992,1.0201124126181942,60049576.972675726,53240920.60111781,1.0334997972534958,61785185.49027935,54793738.22836345,1.079653628416,65040336.93058123,57282875.518833056,58960145.5202624,51708374.95650625,18.98084909524842,18.484524043115204
UGC05999,16.22,4.055,0.3902,70.00395828915917,2914041270.420165,2830799999.9999995,83241270.42016576,0.35299999999999976,2.0669465464851937,41620635.21008289,39848101.975087576,2.1734040651143403,44445650.89934434,41166980.70173504,0.6486210906194283,9377684.082162948,9689921.251724767,19201439.1454268,19611815.757742435,2.5635950302733725,2.6323003277645123
UGC06614,88.7,8.870000000000001,0.0871,0,75818858167.76662,0.0,75818858167.76662,0.7699999999999996,2.3166119898570203,37909429083.88331,13348493375.656908,3.7974661607527196,50422426820.79265,17680733618.99813,12.632386286610439,70443179918.54718,25589811416.478527,16063560111.823214,5723428307.349983,677.3821326030126,234.6366349488126
NGC0289,20.8,2.08,0.3942,69.71432323185908,35821409456.035324,0.0,35821409456.035324,0.7039999999999988,2.3005855325120397,17910704728.017662,6507516105.1532955,3.1028342580655575,22409296359.30077,8223104544.7245,8.534143400219259,34875370924.90683,12431580927.086922,8575431606.634461,3112172390.642694,759.0327049747456,450.77932796146496
GASS3819,194.0,9.700000000000001,0.2227,84.26224231221909,73308158684.79062,12193490259.385115,61114668425.40551,0.5980000000000008,3.096882947951948,30557334212.702755,6331587731.311804,2.7572006893678225,27659417385.11053,5639920825.211947,9.447567356016844,52713300995.62089,12049427964.808235,7848208350.828472,2051238964.3678677,444.17296753365855,607.0610951287107
UGC1230,51.0,12.75,0.2938,77.31122221717753,10063011415.677563,8119999999.999999,1943011415.6775632,0.5150000000000006,4.175681700616212,971505707.8387816,862424551.7962065,5.500746952079831,1347605379.3778293,1191729239.7531376,3.350307147000005,822555586.3737307,740654730.6814001,178268259.41275236,169956376.56033877,13.858615234618412,6.9697872492105155
LSBF574-1,96.0,24.0,0.5569,57.963107115934235,4781131024.279515,2729782439.6612577,2051348584.6182575,0.49299999999999855,2.864431135821711,1025674292.3091288,913235241.7497141,5.819973002182067,1598485984.0509229,1419969251.204856,5.907128916480002,1610922045.97967,1438117628.6663632,343120827.0252616,338020229.93555826,37.88921578460293,12.676669213048612
NGC7814,14.4,3.6,0.5914,55.3868938198353,72110889642.34,1498000000.0,70612889642.34,0.9710000000000001,1.3806649811727254,35306444821.17,31072731886.45521,2.5550310998420773,45360846881.30659,39458482091.05505,9.614726673069445,64785133563.60658,56271575212.17886,29523967315.260098,26212337541.713047,2876.781911823666,1178.3549172661162
UGC07866,2.32,0.23199999999999998,0.3951,69.64922284181024,172392054.50073603,165200000.0,7192054.50073604,0.31299999999999883,-,-,-,0.448934873670667,4972571.047566797,2860430.8676678566,0.39636841235199993,4552392.508197951,1748274.7004614065,-,-,7.925784482439124,4.616640838054831
Haro29,5.9,1.1800000000000002,0.5479,58.626752941216466,1987380.4955976496,0.0,1987380.4955976496,-0.18700000000000117,-,-,-,0.4492276665930927,1815507.0027682434,2076580.1038695914,-,-,-,-,-,1.7812565495023935,1.2986077443341975
NGC1090,37.0,9.25,0.5878,55.658364605016324,45426200934.64174,12296200000.0,33130000934.641743,0.6419999999999995,4.098055382211165,16565000467.320871,14558081207.503815,6.529710452995017,23927246513.534847,20794681955.430008,14.141526235429955,31882603342.84481,28060638710.77862,3724445534.6739225,3396940102.872679,273.1200824143338,167.0452304570984
GASS42402,197.0,9.850000000000001,0.6573,50.27936058910931,195444267878.69293,44271887242.35731,151172380636.33563,0.8599999999999994,5.42070665688381,75586190318.16782,14311697820.854511,9.027944691150319,110046456532.88083,21574754110.619392,20.016386531716243,148490630931.75156,32079674641.164482,22082067210.448647,4037389708.457058,925.0149798346403,464.21241933527097
UGC4305,3.366239423779016,0.3366239423779016,0.2277,83.62186273705944,5292599.164059384,0.0,5292599.164059384,0.35100000000000087,-,-,-,-,Me_gmrerr,-,-,-,-,-,-,-,-
UGC10445,16.930204160770934,1.6930204160770934,0.2925,77.41778083420937,671678412.6706401,0.0,671678412.6706401,0.35299999999999976,1.315420825223002,335839206.33532006,119905772.8075453,2.549339839277936,528838038.02989596,217802068.1055812,3.459644640000002,622870129.7746775,247912728.34205052,271513858.6163955,108739337.99134654,46.866545900964155,21.067682550189435
NGC4736,4.7,0.9400000000000001,0.2238,84.11672134980876,18673446614.891083,325827500.00000006,18347619114.891083,0.6959999999999997,1.488128921967267,9173809557.445541,6426959758.668195,1.1551744270380129,7215972517.795596,5138444055.497995,4.41779970104,17993751394.161686,12517108121.590284,6342456954.712183,4482487045.442587,403.9542128366608,740.3788121281209
UGC05750,58.7,5.870000000000001,0.5118,61.26110789149129,575955861.5620855,0.0,575955861.5620855,0.39699999999999847,4.347231052240906,287977930.78104275,110934083.07507776,6.3951858723055794,499403253.0074002,199520933.7256643,5.092800915925163,363201624.9729433,137516872.35432306,39724542.16175483,16511545.361357344,9.000785875715332,5.208184667999818
